title	href	last_work_plase	count
Senior / Team Lead SEO-специалист, оптимизация и продвижение сайтов (SEO)	/resume/c41ea4770000c4da3d0039ed1f497761764c43?hhtmFrom=resume_search_result	Кволити Моторс	1.0
Senior business development manager	/resume/d7a1fbf800071557e10039ed1f6f6a4e525249?hhtmFrom=resume_search_result	ARinteg	1.0
Инженер технической поддержки	/resume/1beee54d000281ae450039ed1f5a49744e6531?hhtmFrom=resume_search_result	Ювелирная сеть Залог Успеха	1.0
Верстальщик	/resume/a0365e5e0007fcca6c0039ed1f383271374d47?hhtmFrom=resume_search_result	Аэрофлот	3.0
Веб-разработчик	/resume/2a7a22a80007f429b50039ed1f357563514871?hhtmFrom=resume_search_result	NEED.estate | Недвижимость	1.0
Менеджер / руководитель программ лояльности (Crm направления)	/resume/ce1ec6990002942a2c0039ed1f596370387843?hhtmFrom=resume_search_result	Brandlink	1.0
Менеджер интернет-магазина	/resume/9b75d6d00002b34f2f0039ed1f4d7541464763?hhtmFrom=resume_search_result	Babypled	1.0
Разработчик Angular, Ionic	/resume/c93b6a7e0002dd183c0039ed1f347659464177?hhtmFrom=resume_search_result	ООО Символ	1.0
Сборщик ПК	/resume/53b14c670007d5278b0039ed1f4a4564326744?hhtmFrom=resume_search_result	2 меховой	1.0
Администратор баз данных CRM	/resume/c2c1b84d0000d361f10039ed1f52724c384933?hhtmFrom=resume_search_result	ATH	1.0
Системный администратор	/resume/68523b6900023b960b0039ed1f434444744157?hhtmFrom=resume_search_result	ДаЕда	1.0
Руководитель отдела ИТ	/resume/800fa6130005efa3c80039ed1f7379796e5576?hhtmFrom=resume_search_result	ООО Смарт экспресс	1.0
Модератор сайта М	/resume/dcba85b800032d78e40039ed1f793852325a51?hhtmFrom=resume_search_result	ГК Новые Технологии	1.0
Frontend-разработчик (React)	/resume/1e12edf50007c559520039ed1f327a6e56484a?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Руководитель проектов / Project manager	/resume/a37bf5ec0007f882040039ed1f4b4638374d61?hhtmFrom=resume_search_result	ГАУК МО «Московская губернская универсальная библиотека»	1.0
Руководитель IT проектов/Руководитель проектов (Digital)/Менеджер проектов	/resume/f0efed880001b27ba90039ed1f516f74396564?hhtmFrom=resume_search_result	Банк ВТБ (ПАО)	9.0
java back-end разработчик	/resume/aaad3a2400005c234d0039ed1f736563726574?hhtmFrom=resume_search_result	Swecor software engineering corporation	2.0
Руководитель IT проектов/Руководитель проектов (Digital)/Менеджер проектов	/resume/f0efed880001b27ba90039ed1f516f74396564?hhtmFrom=resume_search_result	Банк ВТБ (ПАО)	9.0
java back-end разработчик	/resume/aaad3a2400005c234d0039ed1f736563726574?hhtmFrom=resume_search_result	Swecor software engineering corporation	2.0
Руководитель направления	/resume/796165f400034f5f230039ed1f416333447454?hhtmFrom=resume_search_result	Почта России	7.0
Руководитель департамента ИТ	/resume/f34ea7c9000761aa580039ed1f4251766f4c65?hhtmFrom=resume_search_result	РОСБАНК	4.0
Business development / руководитель IT проектов по развитию продукта и бизнеса / Product owner	/resume/4baa79d900034c32210039ed1f793738676778?hhtmFrom=resume_search_result	mybonus.ru (cashtan.ru) (стартап)	1.0
Ведущий специалист по сопровождению строительства	/resume/67d9ee8e000291dacc0039ed1f626739556751?hhtmFrom=resume_search_result	"ООО ""Проектно-строительный центр ""АВИ-Т"""	1.0
Технический эксперт	/resume/a5b108980003acf0f40039ed1f4b4538786c50?hhtmFrom=resume_search_result	Крупный коммерческий банк	1.0
менеджер образовательных проектов	/resume/597801ab00076f96d40039ed1f64465a734b36?hhtmFrom=resume_search_result	Яндекс	19.0
IT Specialist	/resume/1d9f76f80002a3e1a30039ed1f4f6d734a3672?hhtmFrom=resume_search_result	"""A Serial"" Ltd (HBO - Russia)"	1.0
frontend developer	/resume/13177d550007d43d1a0039ed1f425143635372?hhtmFrom=resume_search_result	Служба безопасности федерального назначения 	1.0
Программист	/resume/04a5469a000561b0980039ed1f624e4b483735?hhtmFrom=resume_search_result	Gaijin Entertainment	1.0
Junior Data Scientist	/resume/f6a0ecf7000184141d0039ed1f687649476a71?hhtmFrom=resume_search_result	OOO Стрим	1.0
Product Owner	/resume/5168bad90005a4bb0f0039ed1f726d48344878?hhtmFrom=resume_search_result	М.Видео-Эльдорадо	7.0
Руководитель IT проектов	/resume/382e5e6b000236c61c0039ed1f6f484b685361?hhtmFrom=resume_search_result	INLINE Technologies	2.0
Помощник маркетолога | SMM | Контент-менеджер	/resume/59dedf010007b0fa630039ed1f6c424170764b?hhtmFrom=resume_search_result	УК OrangeFitness/CityFitness	2.0
Frontend-разработчик	/resume/1a394e160007f25e1b0039ed1f694b56774c34?hhtmFrom=resume_search_result	ОАО Можайский полиграфический комбинат	2.0
ИТ-директор	/resume/6ed24c760007f9b9360039ed1f645551333663?hhtmFrom=resume_search_result	"ООО ""Сервис Телематика"""	2.0
Системный администратор	/resume/12eae0020006c9a9ae0039ed1f39427a615544?hhtmFrom=resume_search_result	"ПАО ""Электровыпрямитель"""	2.0
Руководитель отдела IT	/resume/090b568a0003f55be60039ed1f704f6e314c70?hhtmFrom=resume_search_result	Профи.ру	2.0
Frontend Developer	/resume/c907adae0007c98baa0039ed1f4b555876486b?hhtmFrom=resume_search_result	Яндекс.Практикум	15.0
Senior PHP developer  \ Team-lead (УДАЛЕННО)	/resume/8115f0c1000275e3a50039ed1f5251564b7a6c?hhtmFrom=resume_search_result	НТВ, Телекомпания	1.0
Product manager	/resume/a42bcc5e0002c3e43e0039ed1f4b447274795a?hhtmFrom=resume_search_result	ООО Универсальные поставки - Drivebike	1.0
Менеджер интернет-магазина	/resume/2347abb700040ae9ba0039ed1f75664c304362?hhtmFrom=resume_search_result	"""Sarto Reale"""	1.0
Контент-менеджер	/resume/a29df28d00078f1d2f0039ed1f58444d573939?hhtmFrom=resume_search_result	ABC MoneyTree Entertainment Ltd.	1.0
Руководитель Отдела продаж Колл-центра Интернет-магазина Курьерской службы АХО Коммерческий Директор	/resume/be9843a60001262f0c0039ed1f69624c424a39?hhtmFrom=resume_search_result	Федеральная Сеть клиник услуг косметологии	1.0
Аналитик	/resume/e94ea25e00039544dc0039ed1f656132676547?hhtmFrom=resume_search_result	МРО Деловая Россия	1.0
Системный администратор	/resume/6dcf8b07000610e8ed0039ed1f6a7853757274?hhtmFrom=resume_search_result	Крок инкорпорейтед	5.0
Интернет-маркетолог	/resume/f43c68f60007c7c1dd0039ed1f6857644a6d4c?hhtmFrom=resume_search_result	Flintec (ООО Флинтек - тензодатчики из Германии)	1.0
Системный администратор	/resume/9c1eb61b0007afeea30039ed1f376c69394346?hhtmFrom=resume_search_result	Сатурн	1.0
Junior Web-Developer 	/resume/a7eafdca00057832500039ed1f376f54667952?hhtmFrom=resume_search_result	Eight-pack	1.0
Директор проектов	/resume/56c558980007e243f20039ed1f6637736b4838?hhtmFrom=resume_search_result	СБЕР Решения	1.0
Руководитель проектов	/resume/59f117150007762f7b0039ed1f7173574e6269?hhtmFrom=resume_search_result	Почта России	7.0
Html-верстальщик, Junior Frontend 	/resume/4c227be40007e5d1650039ed1f48656c553076?hhtmFrom=resume_search_result	Фриланс	38.0
HTML-верстальщик/Frontend-разработчик	/resume/ebbb95060005712d3c0039ed1f51336d567574?hhtmFrom=resume_search_result	Онлайн-консультант JivoSite	1.0
Руководитель проектного офиса	/resume/ed8cb7d900073324620039ed1f7a6744364738?hhtmFrom=resume_search_result	Магнит	1.0
Младший тестировщик	/resume/8a1b42ec0007cb685b0039ed1f414e79565569?hhtmFrom=resume_search_result	ООО Торговый дом «Спецгидрокомплект»	1.0
Руководитель IT проектов	/resume/2012966600000e577c0039ed1f736563726574?hhtmFrom=resume_search_result	ITI Capital	1.0
Head of Analysis	/resume/aa283e1d0007f74ee40039ed1f5967366e4d38?hhtmFrom=resume_search_result	"АО ""МаксимаТелеком"""	1.0
SEO-оптимизатор(опыт с 2005 года)|Администратор сайта	/resume/76a0dced00011656390039ed1f6c357a546d65?hhtmFrom=resume_search_result	Частный Фрилансер SEO	1.0
Менеджер (английский и французский языки)	/resume/30ecbe31000273e9690039ed1f5348716a4651?hhtmFrom=resume_search_result	Take Wing	1.0
Менеджер	/resume/345bc5a90003f023ee0039ed1f4f387858444d?hhtmFrom=resume_search_result	Магазин дизайнерских украшений NOLA	1.0
Менеджер по работе с корпоративными клиентами	/resume/adc908020002647d080039ed1f32445a44534d?hhtmFrom=resume_search_result	"ООО ""Инфо-Комплекс Плюс"""	1.0
Ведущий системный администратор	/resume/34a6503700027f7b390039ed1f5a494a6b365a?hhtmFrom=resume_search_result	"ООО ""МХТ ГРУПП"""	1.0
Web-разработчик	/resume/bb0ecf0f000267e92b0039ed1f73763148764e?hhtmFrom=resume_search_result	Ваш результат	1.0
Начальник отдела IT	/resume/6d6b7a5100029783590039ed1f734550327242?hhtmFrom=resume_search_result	Отдел Дирекции по координации деятельности мед.организаций ДЗМ	1.0
Junior Front-end разработчик	/resume/ac2e09130007bb0f150039ed1f5a3865534841?hhtmFrom=resume_search_result		
Директор по информационным технологиям	/resume/a1e9735b00002ebba10039ed1f736563726574?hhtmFrom=resume_search_result	Концерн Калашников	1.0
технический директор кластера/филиала, директор по развитию сети, рук-ль организации	/resume/ed2c5778000122e4c70039ed1f384d61765755?hhtmFrom=resume_search_result	МегаФон	9.0
Python Middle Developer	/resume/0fd264230007aa114d0039ed1f504d35365169?hhtmFrom=resume_search_result	Государственная служба	1.0
Менеджер интернет-проекта	/resume/0873a9490001c1df4e0039ed1f6c3774616342?hhtmFrom=resume_search_result	ЮТС	1.0
Веб-аналитик, тестеровщик, веб-разработчик	/resume/3bb2c8b20007c151dd0039ed1f516f4937326c?hhtmFrom=resume_search_result	АО Концерн Вега	2.0
Back-end developer	/resume/85e6cf750006f5879b0039ed1f414e53577a47?hhtmFrom=resume_search_result	"ООО ""Центр2М"""	1.0
Эксперт/админ/разработчик/TeamLead Lotus Notes/Domino, возможно удаленный	/resume/b33a94710001f3d3610039ed1f6a3739394e74?hhtmFrom=resume_search_result	Domodedovo Integration	2.0
ИТ специалист	/resume/b694d9b40000009c2d0039ed1f736563726574?hhtmFrom=resume_search_result	ООО Группа Модуль, ОАО Измеритель	1.0
HTML-верстальщик	/resume/dc4d793a0007da80e00039ed1f6556394e6c31?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Тимлид, ведущий архитектор, главный разработчик	/resume/1adbe504000408fe560039ed1f676549576659?hhtmFrom=resume_search_result	"ООО  ""Мегапейдж"""	1.0
SEO-специалист (стажер)	/resume/303dcb410006810a840039ed1f627358657a52?hhtmFrom=resume_search_result	Пенсионный фонд РФ	1.0
Аналитик	/resume/ad08720e0000183b7e0039ed1f736563726574?hhtmFrom=resume_search_result	INFOWATCH	2.0
